"Data Source","World Development Indicators",

"Last Updated Date","2020-10-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Sub-Saharan Africa","SSF","Transport services (% of commercial service exports)","TX.VAL.TRAN.ZS.WT","","","","","","","","","","","","","","","","","","","42.6200013166851","48.218707420769","49.049383433107","40.5345294009426","42.6059398277072","41.9887341164759","41.8677258408563","47.618734490435","32.5249950012506","27.6278557488569","33.7580512732621","22.26862051363","25.693337954395","27.7013914052415","28.9207900871698","27.2632384308352","23.6060726540263","25.9365802430754","22.9913425810318","24.373530677467","25.7606453327422","22.2130057775156","20.8876490562091","20.2302650164486","17.7058932662158","16.786230964345","18.8966350447423","35.3971157231853","33.7416633564769","31.4568896889552","29.0588536674209","27.6252721474214","31.7009925270641","29.7502613032053","28.5642812168327","27.1765420671865","25.2841501581504","29.0007087958317","26.0755197222462","19.3355434953126","19.0635514278455","23.6534510694331","",
"Sub-Saharan Africa","SSF","Merchandise exports to high-income economies (% of total merchandise exports)","TX.VAL.MRCH.HI.ZS","83.9956671051144","85.2447694495227","84.9730845632061","82.3672302428841","79.2103835622232","77.794603170937","80.123246114643","81.3972953355888","78.6410995028871","79.5921310760551","78.4850097671814","79.9684714190562","78.4320215869055","77.8589827631447","80.1195673988056","79.2468113435867","79.4063312614948","78.8491189160826","82.6904764602902","81.6199314726961","78.6016315422385","74.3955113225124","79.707748929585","80.9906847422165","81.3020048812022","82.876881774004","80.1089176771856","79.303114118438","78.5785601010489","79.1387851760094","80.2862700038975","78.1711960302229","77.0666397107755","75.5670427074061","72.63749529872","71.8533763897981","71.0343055841993","73.5462083399798","65.1974375009946","66.4131999350662","69.425632399331","65.1800839988948","63.9381725632286","66.3268581889872","63.7021632637232","63.6379522426832","65.7689197885226","61.836922451809","58.4960223673667","56.4845131558821","52.4349413068564","52.1557808183855","47.8970613542034","45.3600307515674","43.0672238254249","43.9802592958435","44.1685603201401","42.6431825163107","40.8425348373687","","",
"Sub-Saharan Africa","SSF","Commercial service imports (current US$)","TM.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","11627505626.7533","13246029541.5971","18391303628.3356","18539618372.8858","15848081735.5258","14234369836.3257","12449223943.3019","12519620622.0085","12300785646.9898","13107137071.9679","14392836306.813","15609327874.1254","18177021931.9028","19482230364.8257","19723071966.5301","20914661178.9519","21434985725.9116","21989754909.5666","23095260063.3539","23550004872.0593","24187711548.6706","25894577992.9256","25596453155.1371","27670665542.5969","28366465985.0954","33638195711.7451","41198967482.8542","48747061722.0245","61755603334.7873","79418603528.4991","102579530678.659","89914905173.1249","101017806965.457","119690038329.737","118390330981.367","118133178963.007","126616503441.253","109545174797.846","93945145964.5514","106433428274.22","124629511636.255","130197629253.503","",
"Sub-Saharan Africa","SSF","Ores and metals imports (% of merchandise imports)","TM.VAL.MMTL.ZS.UN","","","","","","","","","","","","","","","2.25064096356342","2.05195932087485","2.02122436420239","2.04082273852671","1.82239500179217","2.00228263868488","","1.52318386264443","","","","","","","","","","","","","","","1.53631721199503","1.66476638837256","1.61185976118323","1.66313610803444","1.66347907981545","1.5261060532779","1.59823416855032","1.65577301297392","1.60769990709755","1.60853792062425","1.98690417011621","2.08074903907729","2.16480511902445","1.5498182431128","1.69156665485653","1.99923724331598","2.10553372376647","1.91640077860614","1.92120859169685","1.95485899397796","1.86969474091604","2.3559109126865","2.16138924085278","","",
"Sub-Saharan Africa","SSF","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.41","24.69","14.11","11.32","25.32","12.48","18.2","45.34","12.85","10.22","17.18","9.76","9.83","10.54","10.93","10.57","7.79","8.42","8.51","7.97","8.01","8.85","9.09","8.55","8.18","8.42","8.43","8.66","9.15","7.85","","","",
"Sub-Saharan Africa","SSF","Import volume index (2000 = 100)","TM.QTY.MRCH.XD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Rural population (% of total population)","SP.RUR.TOTL.ZS","85.3098901849797","85.0093680633925","84.7031012567154","84.3789114232214","84.0390298519321","83.6882078139861","83.3413293687504","82.9858332022149","82.6201436815716","82.2431968886868","81.8749230506686","81.4709822889334","81.0516293130333","80.6289033612428","80.2065187434265","79.7719805013831","79.322146474584","78.8788487399841","78.4301271313871","78.0353553163373","77.6605768043237","77.2328521833599","76.7991047823386","76.346834045946","75.8619906539698","75.3394024159026","74.8009585803095","74.2649710875774","73.7279114629789","73.1943192360406","72.6359188313068","72.1576766727395","71.6887441425984","71.2332361537838","70.8341916048256","70.4567319984898","70.0896522435853","69.7203193772555","69.3631944873304","69.0064887901306","68.64635079485","68.2196724884369","67.7796382713845","67.3348695240849","66.8843123813205","66.4207441834613","65.9606089982318","65.5418976273837","65.0344068618985","64.5219622796366","64.0016173061069","63.4761443820197","62.9627706651976","62.4488873699043","61.9308959695332","61.4089272637537","60.8838353868069","60.3553379932818","59.8231766270485","59.2872212046948","",
"Sub-Saharan Africa","SSF","Population growth (annual %)","SP.POP.GROW","","2.34728660254051","2.38841241122054","2.42385639296087","2.45202058049732","2.47567748644964","2.49731145822021","2.52150523872675","2.55135959332613","2.58858152461518","2.63038815545922","2.67028560375326","2.7072200182009","2.74249670666083","2.77639744549556","2.80781846098958","2.83698541785084","2.8623684173694","2.87960242708061","2.89131968711189","2.89579103414211","2.89511082897764","2.89309384475105","2.8930488147959","2.89782290610911","2.90231322247388","2.90677998256106","2.90600343448469","2.89307389112683","2.86820239140211","2.83493146350737","2.80204340645334","2.77235246835596","2.74481930693354","2.7217164202717","2.70058245855338","2.68326399937624","2.66857817435712","2.65769755825376","2.65246160909911","2.65051448502105","2.64959540283962","2.6517220939262","2.6602399142733","2.6770337751279","2.6984949746933","2.71991931700003","2.73763755106971","2.75149059655293","2.75957012786571","2.7635248518671","2.76413947470004","2.76366460926948","2.75834728026459","2.74841868763997","2.73475652504038","2.71915540408909","2.70184977037187","2.68083126790228","2.65707175729588","",
"Sub-Saharan Africa","SSF","Population ages 65 and above, female","SP.POP.65UP.FE.IN","3813761","3917425","4015228","4107023","4192614","4272321","4387941","4495901","4597484","4694396","4788246","4934519","5076279","5213603","5346366","5475068","5646292","5813682","5979523","6145545","6312444","6505851","6694152","6879122","7062735","7246532","7474200","7698917","7921517","8142861","8364609","8625522","8881798","9135998","9390668","9647757","9938990","10221063","10495019","10760103","11015673","11310202","11587773","11853720","12114161","12373817","12728135","13077698","13424121","13768647","14114346","14547670","14981753","15420639","15868118","16328838","16876668","17429889","17995195","18579791","",
"Sub-Saharan Africa","SSF","Population ages 30-34, female (% of female population)","SP.POP.3034.FE.5Y","6.39648753936777","6.37416154476607","6.35716238888665","6.34277725003266","6.32811974411737","6.31122444357203","6.26590804084605","6.22687609465206","6.19542235351853","6.17202998110718","6.1557449019836","6.12005467687006","6.09031708198236","6.06511842708852","6.04305334746839","6.02309587376219","5.99043754645322","5.96435972341869","5.94465640411376","5.93305366736132","5.93083416575939","5.9160860475871","5.91162008225108","5.91491227361255","5.92300751310078","5.9338000531595","5.93229400372007","5.93721196973421","5.94789507477788","5.96277070741818","5.98000145268928","5.99051894608297","6.00559575985865","6.02436657001283","6.0463554216713","6.07122303632504","6.07185062700254","6.07492251636712","6.08070608547765","6.09153651789604","6.10959467669361","6.1234467529162","6.14730399508309","6.17861001036221","6.2137381974801","6.25009108266961","6.27624118244104","6.30228814969764","6.3290723313628","6.35926779440065","6.3944904326752","6.43084358433962","6.47240615283737","6.51424443608447","6.54968565948177","6.57527312430102","6.59427097461298","6.60648120694685","6.61413946352815","6.62065199424331","",
"Sub-Saharan Africa","SSF","Population ages 05-09, female (% of female population)","SP.POP.0509.FE.5Y","13.6192309592934","13.7430223345853","13.8417669992889","13.8965368975138","13.9028224671555","13.8619853535155","13.9569093201528","14.0517379761728","14.1235793944586","14.1533528173974","14.1259591901501","14.2082886469847","14.2676858211937","14.2905833509244","14.2762634766574","14.2294161508342","14.2903609934992","14.3626514777997","14.4285045292816","14.4692762316533","14.4669257869753","14.559789643229","14.6382862209087","14.6877908471744","14.7006523905358","14.6724361264125","14.7314808910631","14.7794508153936","14.801617007175","14.7885177109099","14.7335824873014","14.7502439732529","14.7487671090857","14.7144558347833","14.6400402995746","14.5232159644596","14.5041662145005","14.4705488807243","14.4155966640334","14.3399259244645","14.247070294174","14.2382681056925","14.2456380316474","14.2565567832465","14.2555140119763","14.2262970521897","14.2411959307225","14.2570374151872","14.2653380757924","14.2589118326448","14.2306256958341","14.2301727758432","14.2282440729904","14.2180970418034","14.1921678214165","14.1425308584092","14.1073210313437","14.0596102530423","13.9951421932898","13.9120812058865","",
